datetime,\\b2cdaqp\b2cdaq\DES_SAV_PLC.Ocean_Temp_Crabwalk_F,\\b2cdaqp\b2cdaq\DES_SAV_PLC.Ocean_Temp_C,\\b2cdaqp\b2cdaq\DES_SAV_PLC.Ocean_pH,\\b2cdaqp\b2cdaq\DES_SAV_PLC.Ocean_Salinity,\\b2cdaqp\b2cdaq\DES_SAV_PLC.Ocean_Conductivity,\\b2cdaqp\b2cdaq\DES_SAV_PLC.Ocean_ORP
2011/07/22 14:45:00,76.1563,24.5,8.5,29.7,45.5,259
2011/07/22 15:00:00,76.2125,24.5,8.5,29.7,45.5,259
2011/07/22 15:15:00,76.1563,24.5,8.5,29.7,45.5,260
2011/07/22 15:30:00,76.1563,24.6,8.5,29.7,45.5,260
2011/07/22 15:45:00,76.2125,24.6,8.5,29.7,45.5,259
2011/07/22 16:00:00,76.2687,24.6,8.5,29.7,45.5,259
2011/07/22 16:15:00,76.2687,24.6,8.5,29.7,45.5,254
2011/07/22 16:30:00,76.2687,24.6,8.5,29.7,45.5,257
2011/07/22 16:45:00,76.2125,24.6,8.5,29.7,45.5,258
2011/07/22 17:00:00,76.2687,24.6,8.5,29.7,45.5,257
2011/07/22 17:15:00,76.2687,24.6,8.5,29.7,45.5,256
2011/07/22 17:30:00,76.2687,24.6,8.5,29.7,45.5,257
2011/07/22 17:45:00,76.2687,24.6,8.5,29.7,45.5,198
2011/07/22 18:00:00,76.2125,24.6,8.5,29.7,45.5,246
2011/07/22 18:15:00,76.2687,24.6,8.5,29.7,45.5,242
2011/07/22 18:30:00,76.2125,24.6,8.5,29.7,45.5,253
2011/07/22 18:45:00,76.2687,24.6,8.5,29.7,45.5,255
2011/07/22 19:00:00,76.2687,24.6,8.5,29.7,45.5,256
2011/07/22 19:15:00,76.2125,24.6,8.5,29.7,45.5,257
2011/07/22 19:30:00,76.2125,24.6,8.5,29.7,45.5,258
2011/07/22 19:45:00,76.2125,24.6,8.5,29.7,45.5,259
2011/07/22 20:00:00,76.1563,24.6,8.5,29.7,45.5,259
2011/07/22 20:15:00,76.1563,24.6,8.5,29.7,45.5,258
2011/07/22 20:30:00,76.1563,24.6,8.5,29.7,45.5,258
2011/07/22 20:45:00,76.1563,24.6,8.5,29.7,45.5,258
2011/07/22 21:00:00,76.1563,24.6,8.5,29.7,45.5,259
2011/07/22 21:15:00,76.1563,24.6,8.5,29.7,45.5,258
2011/07/22 21:30:00,76.1,24.6,8.5,29.7,45.4,258
2011/07/22 21:45:00,76.1563,24.6,8.5,29.7,45.4,258
2011/07/22 22:00:00,76.1,24.6,8.5,29.7,45.4,258
2011/07/22 22:15:00,76.1563,24.6,8.5,29.7,45.4,259
2011/07/22 22:30:00,76.1563,24.5,8.5,29.7,45.4,259
2011/07/22 22:45:00,76.1,24.5,8.5,29.7,45.4,259
2011/07/22 23:00:00,76.1,24.5,8.5,29.7,45.4,258
2011/07/22 23:15:00,76.1,24.5,8.5,29.7,45.4,259
2011/07/22 23:30:00,76.1563,24.5,8.5,29.7,45.4,259
2011/07/22 23:45:00,76.1,24.5,8.5,29.7,45.4,260
2011/07/23 00:00:00,76.1,24.5,8.5,29.7,45.4,259
2011/07/23 00:15:00,76.1563,24.5,8.5,29.7,45.4,260
2011/07/23 00:30:00,76.1,24.5,8.5,29.7,45.4,259
2011/07/23 00:45:00,76.1,24.5,8.5,29.7,45.4,259
2011/07/23 01:00:00,76.1,24.5,8.5,29.7,45.4,259
2011/07/23 01:15:00,76.1,24.5,8.5,29.7,45.4,259
2011/07/23 01:30:00,76.1,24.5,8.5,29.7,45.4,259
2011/07/23 01:45:00,76.1,24.5,8.5,29.7,45.4,260
2011/07/23 02:00:00,76.0438,24.5,8.5,29.7,45.4,260
2011/07/23 02:15:00,76.1,24.5,8.5,29.7,45.4,260
2011/07/23 02:30:00,76.1,24.5,8.5,29.7,45.4,260
2011/07/23 02:45:00,76.0438,24.5,8.5,29.7,45.4,260
2011/07/23 03:00:00,76.0438,24.5,8.5,29.7,45.4,259
2011/07/23 03:15:00,76.1,24.5,8.5,29.7,45.4,259
2011/07/23 03:30:00,76.1,24.5,8.5,29.7,45.4,259
2011/07/23 03:45:00,76.1,24.5,8.5,29.7,45.4,259
2011/07/23 04:00:00,76.0438,24.5,8.5,29.7,45.4,259
2011/07/23 04:15:00,76.0438,24.5,8.5,29.7,45.4,259
2011/07/23 04:30:00,76.1,24.5,8.5,29.7,45.4,259
2011/07/23 04:45:00,76.0438,24.5,8.5,29.7,45.4,258
2011/07/23 05:00:00,76.1,24.5,8.5,29.7,45.4,259
2011/07/23 05:15:00,76.1,24.5,8.5,29.7,45.4,258
2011/07/23 05:30:00,76.1,24.5,8.5,29.7,45.4,259
2011/07/23 05:45:00,76.0438,24.5,8.5,29.7,45.4,259
2011/07/23 06:00:00,76.1,24.5,8.5,29.7,45.4,259
2011/07/23 06:15:00,76.1,24.5,8.5,29.7,45.4,259
2011/07/23 06:30:00,76.0438,24.5,8.5,29.7,45.4,260
2011/07/23 06:45:00,76.0438,24.5,8.5,29.7,45.4,260
2011/07/23 07:00:00,76.0438,24.5,8.5,29.7,45.4,260
2011/07/23 07:15:00,76.0438,24.5,8.5,29.7,45.4,261
2011/07/23 07:30:00,76.0438,24.5,8.5,29.7,45.4,262
2011/07/23 07:45:00,76.0438,24.5,8.5,29.7,45.4,262
2011/07/23 08:00:00,76.0438,24.5,8.5,29.7,45.4,263
2011/07/23 08:15:00,75.9875,24.5,8.5,29.7,45.4,264
2011/07/23 08:30:00,75.9875,24.5,8.5,29.7,45.4,264
2011/07/23 08:45:00,76.0438,24.5,8.5,29.7,45.4,263
2011/07/23 09:00:00,76.0438,24.5,8.5,29.7,45.4,262
2011/07/23 09:15:00,76.0438,24.5,8.5,29.7,45.4,262
2011/07/23 09:30:00,76.0438,24.5,8.5,29.7,45.4,261
2011/07/23 09:45:00,76.0438,24.5,8.5,29.7,45.4,261
2011/07/23 10:00:00,76.1,24.5,8.5,29.7,45.4,261
2011/07/23 10:15:00,76.0438,24.5,8.5,29.7,45.4,262
2011/07/23 10:30:00,76.1,24.5,8.5,29.7,45.4,263
2011/07/23 10:45:00,76.1,24.5,8.5,29.7,45.4,263
2011/07/23 11:00:00,76.1563,24.5,8.5,29.7,45.4,263
2011/07/23 11:15:00,76.1563,24.5,8.5,29.7,45.4,263
2011/07/23 11:30:00,76.2125,24.5,8.5,29.7,45.5,263
2011/07/23 11:45:00,76.2125,24.6,8.5,29.7,45.5,263
2011/07/23 12:00:00,76.2125,24.6,8.5,29.7,45.5,264
2011/07/23 12:15:00,76.2687,24.6,8.5,29.7,45.5,264
2011/07/23 12:30:00,76.2687,24.6,8.5,29.7,45.5,264
2011/07/23 12:45:00,76.325,24.6,8.5,29.7,45.5,264
2011/07/23 13:00:00,76.325,24.6,8.5,29.7,45.5,266
2011/07/23 13:15:00,76.3813,24.6,8.5,29.7,45.5,266
2011/07/23 13:30:00,76.3813,24.7,8.5,29.7,45.6,266
2011/07/23 13:45:00,76.3813,24.7,8.5,29.7,45.6,266
2011/07/23 14:00:00,76.4375,24.7,8.5,29.7,45.6,266
2011/07/23 14:15:00,76.4938,24.7,8.5,29.7,45.6,267
2011/07/23 14:30:00,76.4938,24.7,8.5,29.7,45.6,267
2011/07/23 14:45:00,76.4938,24.7,8.5,29.7,45.6,267
2011/07/23 15:00:00,76.4938,24.7,8.5,29.7,45.6,267
2011/07/23 15:15:00,76.55,24.8,8.5,29.7,45.6,266
2011/07/23 15:30:00,76.55,24.8,8.5,29.7,45.7,266
2011/07/23 15:45:00,76.6063,24.8,8.5,29.7,45.7,266
2011/07/23 16:00:00,76.55,24.8,8.5,29.7,45.7,267
2011/07/23 16:15:00,76.6063,24.8,8.5,29.7,45.7,267
2011/07/23 16:30:00,76.6063,24.8,8.5,29.7,45.7,267
2011/07/23 16:45:00,76.55,24.8,8.5,29.7,45.7,266
2011/07/23 17:00:00,76.6063,24.8,8.5,29.7,45.7,266
2011/07/23 17:15:00,76.6063,24.8,8.5,29.7,45.7,266
2011/07/23 17:30:00,76.6063,24.8,8.5,29.7,45.7,266
2011/07/23 17:45:00,76.6063,24.8,8.5,29.7,45.7,265
2011/07/23 18:00:00,76.55,24.8,8.5,29.7,45.7,264
2011/07/23 18:15:00,76.6063,24.8,8.5,29.7,45.7,264
2011/07/23 18:30:00,76.55,24.8,8.5,29.7,45.7,264
2011/07/23 18:45:00,76.55,24.8,8.5,29.7,45.7,264
2011/07/23 19:00:00,76.55,24.8,8.5,29.7,45.7,264
2011/07/23 19:15:00,76.6063,24.8,8.5,29.7,45.7,265
2011/07/23 19:30:00,76.6063,24.8,8.5,29.7,45.7,264
2011/07/23 19:45:00,76.6063,24.8,8.5,29.7,45.7,264
2011/07/23 20:00:00,76.6063,24.8,8.5,29.7,45.7,263
2011/07/23 20:15:00,76.55,24.8,8.5,29.7,45.7,265
2011/07/23 20:30:00,76.6063,24.8,8.5,29.7,45.7,264
2011/07/23 20:45:00,76.6063,24.8,8.5,29.7,45.7,265
2011/07/23 21:00:00,76.55,24.8,8.5,29.7,45.7,265
2011/07/23 21:15:00,76.55,24.8,8.5,29.7,45.7,265
2011/07/23 21:30:00,76.55,24.8,8.5,29.7,45.7,265
2011/07/23 21:45:00,76.55,24.8,8.5,29.7,45.7,265
2011/07/23 22:00:00,76.55,24.8,8.5,29.7,45.7,265
2011/07/23 22:15:00,76.6063,24.8,8.5,29.7,45.7,265
2011/07/23 22:30:00,76.55,24.8,8.5,29.7,45.7,269
2011/07/23 22:45:00,76.55,24.8,8.5,29.7,45.7,265
2011/07/23 23:00:00,76.55,24.8,8.5,29.7,45.7,266
2011/07/23 23:15:00,76.55,24.8,8.5,29.7,45.7,265
2011/07/23 23:30:00,76.55,24.8,8.5,29.7,45.6,265
2011/07/23 23:45:00,76.55,24.8,8.5,29.6,45.6,264
2011/07/24 00:00:00,76.55,24.8,8.5,29.6,45.6,264
2011/07/24 00:15:00,76.55,24.8,8.5,29.6,45.6,265
2011/07/24 00:30:00,76.55,24.8,8.5,29.6,45.6,265
2011/07/24 00:45:00,76.55,24.8,8.5,29.6,45.6,265
2011/07/24 01:00:00,76.55,24.8,8.5,29.6,45.6,265
2011/07/24 01:15:00,76.4938,24.8,8.5,29.6,45.6,265
2011/07/24 01:30:00,76.4938,24.8,8.5,29.6,45.6,265
2011/07/24 01:45:00,76.55,24.8,8.5,29.6,45.6,265
2011/07/24 02:00:00,76.4938,24.8,8.5,29.6,45.6,265
2011/07/24 02:15:00,76.55,24.8,8.5,29.6,45.6,265
2011/07/24 02:30:00,76.4938,24.8,8.5,29.6,45.6,266
2011/07/24 02:45:00,76.4938,24.8,8.5,29.6,45.6,266
2011/07/24 03:00:00,76.4938,24.8,8.5,29.6,45.6,265
2011/07/24 03:15:00,76.4938,24.8,8.5,29.6,45.6,264
2011/07/24 03:30:00,76.4938,24.8,8.5,29.6,45.6,264
2011/07/24 03:45:00,76.4938,24.8,8.5,29.6,45.6,264
2011/07/24 04:00:00,76.4938,24.7,8.5,29.6,45.6,265
2011/07/24 04:15:00,76.4938,24.7,8.5,29.6,45.6,265
2011/07/24 04:30:00,76.4938,24.7,8.5,29.6,45.6,265
2011/07/24 04:45:00,76.4938,24.7,8.5,29.6,45.6,266
2011/07/24 05:00:00,76.4938,24.7,8.5,29.6,45.6,265
2011/07/24 05:15:00,76.4938,24.7,8.5,29.6,45.6,265
2011/07/24 05:30:00,76.55,24.7,8.5,29.6,45.6,265
2011/07/24 05:45:00,76.55,24.7,8.5,29.6,45.6,265
2011/07/24 06:00:00,76.55,24.7,8.5,29.6,45.6,265
2011/07/24 06:15:00,76.55,24.7,8.5,29.6,45.6,265
2011/07/24 06:30:00,76.4938,24.7,8.5,29.6,45.6,264
2011/07/24 06:45:00,76.4938,24.7,8.5,29.6,45.6,264
2011/07/24 07:00:00,76.55,24.7,8.5,29.6,45.6,263
2011/07/24 07:15:00,76.4938,24.7,8.5,29.6,45.6,264
2011/07/24 07:30:00,76.4375,24.7,8.5,29.6,45.6,266
2011/07/24 07:45:00,76.4375,24.7,8.5,29.6,45.6,265
2011/07/24 08:00:00,76.4938,24.7,8.5,29.6,45.5,266
2011/07/24 08:15:00,76.4375,24.7,8.5,29.6,45.5,265
2011/07/24 08:30:00,76.4375,24.7,8.5,29.6,45.5,267
2011/07/24 08:45:00,76.4375,24.7,8.5,29.6,45.5,266
2011/07/24 09:00:00,76.3813,24.7,8.5,29.6,45.5,264
2011/07/24 09:15:00,76.3813,24.7,8.5,29.6,45.5,264
2011/07/24 09:30:00,76.3813,24.7,8.5,29.6,45.5,265
2011/07/24 09:45:00,76.3813,24.7,8.5,29.6,45.5,264
2011/07/24 10:00:00,76.3813,24.7,8.5,29.6,45.5,256
2011/07/24 10:15:00,76.3813,24.7,8.5,29.6,45.5,261
2011/07/24 10:30:00,76.3813,24.7,8.5,29.6,45.5,264
2011/07/24 10:45:00,76.3813,24.7,8.5,29.6,45.5,266
2011/07/24 11:00:00,76.3813,24.7,8.5,29.6,45.5,266
2011/07/24 11:15:00,76.3813,24.7,8.5,29.6,45.5,263
2011/07/24 11:30:00,76.3813,24.7,8.5,29.6,45.5,262
2011/07/24 11:45:00,76.3813,24.7,8.5,29.6,45.5,263
2011/07/24 12:00:00,76.3813,24.7,8.5,29.6,45.5,263
2011/07/24 12:15:00,76.3813,24.7,8.5,29.6,45.5,265
2011/07/24 12:30:00,76.3813,24.7,8.5,29.6,45.5,266
2011/07/24 12:45:00,76.4375,24.7,8.5,29.6,45.5,267
2011/07/24 13:00:00,76.4375,24.7,8.5,29.6,45.6,265
2011/07/24 13:15:00,76.4375,24.7,8.5,29.6,45.6,267
2011/07/24 13:30:00,76.4375,24.7,8.5,29.6,45.6,267
2011/07/24 13:45:00,76.4938,24.7,8.5,29.6,45.6,268
2011/07/24 14:00:00,76.4375,24.7,8.5,29.6,45.6,268
2011/07/24 14:15:00,76.4375,24.7,8.5,29.6,45.6,268
2011/07/24 14:30:00,76.4938,24.7,8.5,29.6,45.6,269
2011/07/24 14:45:00,76.4938,24.7,8.5,29.6,45.6,269
2011/07/24 15:00:00,76.4938,24.7,8.5,29.6,45.6,269
2011/07/24 15:15:00,76.4938,24.7,8.5,29.6,45.6,269
2011/07/24 15:30:00,76.4938,24.7,8.5,29.6,45.6,270
2011/07/24 15:45:00,76.4938,24.7,8.5,29.6,45.6,271
2011/07/24 16:00:00,76.4938,24.7,8.5,29.6,45.6,270
2011/07/24 16:15:00,76.4938,24.7,8.5,29.6,45.6,271
2011/07/24 16:30:00,76.4938,24.7,8.5,29.6,45.6,271
2011/07/24 16:45:00,76.4938,24.7,8.5,29.6,45.6,271
2011/07/24 17:00:00,76.4938,24.7,8.5,29.6,45.6,270
2011/07/24 17:15:00,76.4938,24.7,8.5,29.6,45.6,273
2011/07/24 17:30:00,76.4938,24.7,8.5,29.6,45.6,278
2011/07/24 17:45:00,76.4375,24.7,8.5,29.6,45.6,272
2011/07/24 18:00:00,76.4938,24.7,8.5,29.6,45.6,270
2011/07/24 18:15:00,76.4375,24.7,8.5,29.6,45.6,270
2011/07/24 18:30:00,76.4938,24.7,8.5,29.6,45.6,270
2011/07/24 18:45:00,76.4375,24.7,8.5,29.6,45.6,270
2011/07/24 19:00:00,76.4938,24.7,8.5,29.6,45.6,270
2011/07/24 19:15:00,76.4375,24.7,8.5,29.6,45.6,270
2011/07/24 19:30:00,76.4375,24.7,8.5,29.6,45.6,269
2011/07/24 19:45:00,76.4375,24.7,8.5,29.6,45.6,270
2011/07/24 20:00:00,76.4375,24.7,8.5,29.6,45.6,269
2011/07/24 20:15:00,76.4375,24.7,8.5,29.6,45.6,270
2011/07/24 20:30:00,76.4375,24.7,8.5,29.6,45.6,270
2011/07/24 20:45:00,76.4375,24.7,8.5,29.6,45.6,270
2011/07/24 21:00:00,76.4375,24.7,8.5,29.6,45.6,269
2011/07/24 21:15:00,76.4375,24.7,8.5,29.6,45.6,270
2011/07/24 21:30:00,76.4375,24.7,8.5,29.6,45.6,270
2011/07/24 21:45:00,76.4375,24.7,8.5,29.6,45.6,270
2011/07/24 22:00:00,76.4375,24.7,8.5,29.6,45.6,270
2011/07/24 22:15:00,76.4375,24.7,8.5,29.6,45.6,270
2011/07/24 22:30:00,76.4375,24.7,8.5,29.6,45.6,270
2011/07/24 22:45:00,76.4375,24.7,8.5,29.6,45.6,271
2011/07/24 23:00:00,76.4375,24.7,8.5,29.6,45.6,271
2011/07/24 23:15:00,76.4375,24.7,8.5,29.6,45.6,269
2011/07/24 23:30:00,76.4375,24.7,8.5,29.6,45.5,268
2011/07/24 23:45:00,76.4375,24.7,8.5,29.6,45.5,260
2011/07/25 00:00:00,76.4375,24.7,8.5,29.6,45.5,264
2011/07/25 00:15:00,76.4375,24.7,8.5,29.6,45.5,266
2011/07/25 00:30:00,76.4375,24.7,8.5,29.6,45.5,265
2011/07/25 00:45:00,76.3813,24.7,8.5,29.6,45.5,256
2011/07/25 01:00:00,76.4375,24.7,8.5,29.6,45.5,263
2011/07/25 01:15:00,76.4375,24.7,8.5,29.6,45.5,266
2011/07/25 01:30:00,76.3813,24.7,8.5,29.6,45.5,266
2011/07/25 01:45:00,76.3813,24.7,8.5,29.6,45.5,268
2011/07/25 02:00:00,76.3813,24.7,8.5,29.6,45.5,268
2011/07/25 02:15:00,76.3813,24.7,8.5,29.6,45.5,268
2011/07/25 02:30:00,76.4375,24.7,8.5,29.6,45.5,268
2011/07/25 02:45:00,76.3813,24.7,8.5,29.6,45.5,268
2011/07/25 03:00:00,76.4375,24.7,8.5,29.6,45.5,269
2011/07/25 03:15:00,76.4375,24.7,8.5,29.6,45.5,269
2011/07/25 03:30:00,76.3813,24.7,8.5,29.6,45.5,269
2011/07/25 03:45:00,76.3813,24.7,8.5,29.6,45.5,269
2011/07/25 04:00:00,76.3813,24.7,8.5,29.6,45.5,269
2011/07/25 04:15:00,76.3813,24.7,8.5,29.6,45.5,269
2011/07/25 04:30:00,76.3813,24.7,8.5,29.6,45.5,269
2011/07/25 04:45:00,76.3813,24.7,8.5,29.6,45.5,269
2011/07/25 05:00:00,76.3813,24.7,8.5,29.6,45.5,269
2011/07/25 05:15:00,76.3813,24.7,8.5,29.6,45.5,270
2011/07/25 05:30:00,76.3813,24.7,8.5,29.6,45.5,270
2011/07/25 05:45:00,76.325,24.7,8.5,29.6,45.5,270
2011/07/25 06:00:00,76.325,24.7,8.5,29.6,45.5,268
2011/07/25 06:15:00,76.3813,24.7,8.5,29.6,45.5,269
2011/07/25 06:30:00,76.325,24.7,8.5,29.6,45.5,270
2011/07/25 06:45:00,76.325,24.7,8.5,29.6,45.5,270
2011/07/25 07:00:00,76.3813,24.7,8.5,29.6,45.5,270
2011/07/25 07:15:00,76.3813,24.7,8.5,29.6,45.5,271
2011/07/25 07:30:00,76.3813,24.7,8.5,29.6,45.5,273
2011/07/25 07:45:00,76.325,24.7,8.5,29.6,45.5,273
2011/07/25 08:00:00,76.3813,24.7,8.5,29.6,45.5,273
2011/07/25 08:15:00,76.3813,24.7,8.5,29.6,45.5,273
2011/07/25 08:30:00,76.3813,24.7,8.5,29.6,45.5,274
2011/07/25 08:45:00,76.325,24.7,8.5,29.6,45.5,273
2011/07/25 09:00:00,76.325,24.7,8.5,29.6,45.5,273
2011/07/25 09:15:00,76.325,24.7,8.5,29.6,45.5,272
2011/07/25 09:30:00,76.325,24.7,8.5,29.6,45.5,271
2011/07/25 09:45:00,76.325,24.7,8.5,29.6,45.5,272
2011/07/25 10:00:00,76.325,24.7,8.5,29.6,45.5,272
2011/07/25 10:15:00,76.325,24.6,8.5,29.6,45.5,271
2011/07/25 10:30:00,76.325,24.6,8.5,29.6,45.5,269
2011/07/25 10:45:00,76.2687,24.6,8.5,29.6,45.5,270
2011/07/25 11:00:00,76.2687,24.6,8.5,29.6,45.5,270
2011/07/25 11:15:00,76.2687,24.6,8.5,29.6,45.5,271
2011/07/25 11:30:00,76.2687,24.6,8.5,29.6,45.5,271
2011/07/25 11:45:00,76.2687,24.6,8.5,29.6,45.5,266
2011/07/25 12:00:00,76.2687,24.6,8.5,29.6,45.5,269
2011/07/25 12:15:00,76.2687,24.6,8.5,29.6,45.5,269
2011/07/25 12:30:00,76.2687,24.6,8.5,29.6,45.5,270
2011/07/25 12:45:00,76.2687,24.6,8.5,29.6,45.5,271
2011/07/25 13:00:00,76.2687,24.6,8.5,29.6,45.5,271
2011/07/25 13:15:00,76.2687,24.6,8.5,29.6,45.5,271
2011/07/25 13:30:00,76.2687,24.6,8.5,29.6,45.5,271
2011/07/25 13:45:00,76.2125,24.6,8.5,29.6,45.5,271
2011/07/25 14:00:00,76.2687,24.6,8.5,29.6,45.5,270
2011/07/25 14:15:00,76.2687,24.6,8.5,29.6,45.5,271
2011/07/25 14:30:00,76.2687,24.6,8.5,29.6,45.5,271
2011/07/25 14:45:00,76.2687,24.6,8.5,29.6,45.5,272
2011/07/25 15:00:00,76.2687,24.6,8.5,29.6,45.5,272
2011/07/25 15:15:00,76.2125,24.6,8.5,29.6,45.5,271
2011/07/25 15:30:00,76.2687,24.6,8.5,29.6,45.5,270
2011/07/25 15:45:00,76.2687,24.6,8.5,29.6,45.5,271
2011/07/25 16:00:00,76.2687,24.6,8.5,29.6,45.5,272
2011/07/25 16:15:00,76.2687,24.6,8.5,29.6,45.5,272
2011/07/25 16:30:00,76.2687,24.6,8.5,29.6,45.5,272
2011/07/25 16:45:00,76.325,24.6,8.5,29.6,45.5,272
2011/07/25 17:00:00,76.325,24.6,8.5,29.6,45.5,272
2011/07/25 17:15:00,76.325,24.6,8.5,29.6,45.5,258
2011/07/25 17:30:00,76.325,24.6,8.5,29.6,45.5,262
2011/07/25 17:45:00,76.325,24.6,8.5,29.6,45.5,266
2011/07/25 18:00:00,76.2687,24.6,8.5,29.6,45.5,268
2011/07/25 18:15:00,76.325,24.6,8.5,29.6,45.5,268
2011/07/25 18:30:00,76.325,24.6,8.5,29.6,45.5,269
2011/07/25 18:45:00,76.2687,24.6,8.5,29.6,45.5,269
2011/07/25 19:00:00,76.325,24.6,8.5,29.6,45.5,270
2011/07/25 19:15:00,76.2687,24.6,8.5,29.6,45.5,270
2011/07/25 19:30:00,76.325,24.6,8.5,29.6,45.5,271
2011/07/25 19:45:00,76.325,24.6,8.5,29.6,45.5,271
2011/07/25 20:00:00,76.325,24.6,8.5,29.6,45.5,271
2011/07/25 20:15:00,76.325,24.6,8.5,29.6,45.5,271
2011/07/25 20:30:00,76.325,24.6,8.5,29.6,45.5,271
2011/07/25 20:45:00,76.325,24.6,8.5,29.6,45.5,261
2011/07/25 21:00:00,76.325,24.6,8.5,29.6,45.5,264
2011/07/25 21:15:00,76.325,24.6,8.5,29.6,45.5,266
2011/07/25 21:30:00,76.325,24.6,8.5,29.6,45.5,268
2011/07/25 21:45:00,76.325,24.6,8.5,29.6,45.5,268
2011/07/25 22:00:00,76.325,24.6,8.5,29.6,45.5,269
2011/07/25 22:15:00,76.325,24.6,8.5,29.6,45.5,269
2011/07/25 22:30:00,76.325,24.6,8.5,29.6,45.5,270
2011/07/25 22:45:00,76.325,24.6,8.5,29.6,45.5,270
2011/07/25 23:00:00,76.325,24.6,8.5,29.6,45.5,270
2011/07/25 23:15:00,76.325,24.6,8.5,29.6,45.5,266
2011/07/25 23:30:00,76.325,24.6,8.5,29.6,45.5,268
2011/07/25 23:45:00,76.325,24.6,8.5,29.6,45.5,268
2011/07/26 00:00:00,76.325,24.6,8.5,29.6,45.5,269
2011/07/26 00:15:00,76.2687,24.6,8.5,29.6,45.5,270
2011/07/26 00:30:00,76.325,24.6,8.5,29.6,45.5,270
2011/07/26 00:45:00,76.325,24.6,8.5,29.6,45.5,270
2011/07/26 01:00:00,76.325,24.6,8.5,29.6,45.5,270
2011/07/26 01:15:00,76.325,24.6,8.5,29.6,45.5,271
2011/07/26 01:30:00,76.2687,24.6,8.5,29.6,45.5,272
2011/07/26 01:45:00,76.2687,24.6,8.5,29.6,45.5,272
2011/07/26 02:00:00,76.325,24.6,8.5,29.6,45.5,272
2011/07/26 02:15:00,76.2687,24.6,8.5,29.6,45.5,272
2011/07/26 02:30:00,76.2687,24.6,8.5,29.6,45.5,272
2011/07/26 02:45:00,76.325,24.6,8.5,29.6,45.5,272
2011/07/26 03:00:00,76.2687,24.6,8.5,29.6,45.5,272
2011/07/26 03:15:00,76.2687,24.6,8.5,29.6,45.5,271
2011/07/26 03:30:00,76.2687,24.6,8.5,29.6,45.5,271
2011/07/26 03:45:00,76.2687,24.6,8.5,29.6,45.5,269
2011/07/26 04:00:00,76.2687,24.6,8.5,29.6,45.5,271
2011/07/26 04:15:00,76.2687,24.6,8.5,29.6,45.5,271
2011/07/26 04:30:00,76.2687,24.6,8.5,29.6,45.5,272
2011/07/26 04:45:00,76.2687,24.6,8.5,29.6,45.4,271
2011/07/26 05:00:00,76.2687,24.6,8.5,29.6,45.4,262
2011/07/26 05:15:00,76.2687,24.6,8.5,29.6,45.4,264
2011/07/26 05:30:00,76.2125,24.6,8.5,29.6,45.4,266
2011/07/26 05:45:00,76.2125,24.6,8.5,29.6,45.4,268
2011/07/26 06:00:00,76.2125,24.6,8.5,29.6,45.4,269
2011/07/26 06:15:00,76.2125,24.6,8.5,29.6,45.4,270
2011/07/26 06:30:00,76.2125,24.6,8.5,29.6,45.4,269
2011/07/26 06:45:00,76.2125,24.6,8.5,29.6,45.4,270
2011/07/26 07:00:00,76.2125,24.6,8.5,29.6,45.4,270
2011/07/26 07:15:00,76.2125,24.6,8.5,29.6,45.4,270
2011/07/26 07:30:00,76.2125,24.6,8.5,29.6,45.4,271
2011/07/26 07:45:00,76.2125,24.6,8.5,29.6,45.4,272
2011/07/26 08:00:00,76.2125,24.6,8.5,29.6,45.4,272
2011/07/26 08:15:00,76.2687,24.6,8.5,29.6,45.4,272
2011/07/26 08:30:00,76.2687,24.6,8.5,29.6,45.4,274
2011/07/26 08:45:00,76.2687,24.6,8.5,29.6,45.4,274
2011/07/26 09:00:00,76.2687,24.6,8.5,29.6,45.5,274
2011/07/26 09:15:00,76.325,24.6,8.5,29.6,45.5,275
2011/07/26 09:30:00,76.3813,24.6,8.5,29.6,45.5,272
2011/07/26 09:45:00,76.4375,24.7,8.5,29.6,45.5,274
2011/07/26 10:00:00,76.4375,24.7,8.5,29.6,45.5,275
2011/07/26 10:15:00,76.4375,24.7,8.5,29.6,45.5,272
2011/07/26 10:30:00,76.4938,24.7,8.5,29.6,45.5,271
2011/07/26 10:45:00,76.55,24.7,8.5,29.6,45.5,270
2011/07/26 11:00:00,76.55,24.7,8.5,29.6,45.6,270
2011/07/26 11:15:00,76.6063,24.8,8.5,29.6,45.6,271
2011/07/26 11:30:00,76.6063,24.8,8.5,29.6,45.6,272
2011/07/26 11:45:00,76.6063,24.8,8.5,29.6,45.6,273
2011/07/26 12:00:00,76.6625,24.8,8.5,29.6,45.6,274
2011/07/26 12:15:00,76.6625,24.8,8.5,29.6,45.6,274
2011/07/26 12:30:00,76.6625,24.8,8.5,29.6,45.6,275
2011/07/26 12:45:00,76.7188,24.8,8.5,29.6,45.7,275
2011/07/26 13:00:00,76.7188,24.8,8.5,29.6,45.7,275
2011/07/26 13:15:00,76.7188,24.8,8.5,29.6,45.7,275
2011/07/26 13:30:00,76.7188,24.8,8.5,29.6,45.7,275
2011/07/26 13:45:00,76.775,24.9,8.5,29.6,45.7,275
2011/07/26 14:00:00,76.775,24.9,8.5,29.6,45.7,274
2011/07/26 14:15:00,76.775,24.9,8.5,29.6,45.7,276
2011/07/26 14:30:00,76.8312,24.9,8.5,29.6,45.7,266
2011/07/26 14:45:00,76.8875,24.9,8.5,29.6,45.7,272
