Turbidity (RFU),Phosphate (mg/L),"Nitrate, Mid-Range (mg/L)","Nitrate, High-Range (mg/L)",Alkalinity (mg/L CaCO3),Silica (mg/L),Iron (mg/L),Ammonia (mg/L),Temperature (ºF),Temperature (ºC),pH,pH (mV),Salinity (PSU),Conductivity (µS/cm),"Conductivity, Non-Linear Function (µS/cm)","Conductivity, Specific (µS/cm)",Dissolved Oxygen (mg/L),"Dissolved Oxygen, Saturated (%)","Dissolved Oxygen, Local (%)",Oxygen Reduction Potential (mV),Chlorophyll (RFU),Total Algae (RFU),Total Dissolved Solids (mg/L)
NA,0.06598312990029043,0.5987100617243619,0.40410867721445776,0.0986996315992783,0.45184484588846763,0.1516494533617938,0.06631476805695535,0.23732597627145546,0.14922619528353875,0.46599004585329107,0.5992314048548542,0.33784152932938594,0.9010760217714484,0.5007175640962773,0.5065511285711604,0.4514001063696411,0.6738744069381344,0.8889021567330653,0.6523420587739712,0.4871524294633305,0.9292989178854443,0.5632678110999956
0.06598312990029043,NA,2.0657979615812394e-7,3.677877723315959e-4,0.9674895059095694,1.5968805077815063e-5,0.493281604255823,0.17048573886816532,3.775803509626918e-4,1.0443464999898566e-5,5.468723275638965e-4,0.22693858831526503,0.020009453590440707,0.9749214194267419,0.37927912668715,0.3793985362697363,0.8362608894084276,8.272637591502097e-4,0.024055110994709583,2.618052818981198e-8,0.24844233665084792,0.5319963726219901,0.4019574358312137
0.5987100617243619,2.0657979615812394e-7,NA,0,0.021731571525193116,0.2893797877234332,0.012870018511527137,0.5328632007435308,7.342864538628646e-9,9.170442183403793e-14,3.972448814337781e-9,3.638215955170665e-7,0.012935195422628887,0.15041413315598895,0.9654679118771066,0.9765372478282095,0.21393989507174171,1.0436096431476471e-13,0.2382357123024028,1.531530458009911e-11,0.07321490365511352,0.04759831934485903,0.8914139400395065
0.40410867721445776,3.677877723315959e-4,0,NA,0.20668713800065097,0.048276813825684384,0.04060689878368984,0.960464205810643,0.9789192585665305,0.039473384412073154,0.043403574210403306,1.46848668164834e-4,2.8509450681557524e-5,0.015671216870400517,0.39164726393036764,0.4162626366777693,0.7613204838485428,8.537472090335285e-4,0.6186746947962136,5.710556987081894e-4,0.3562222124357908,0.002180178386879561,0.4451073732323323
0.0986996315992783,0.9674895059095694,0.021731571525193116,0.20668713800065097,NA,0.012645800832706833,0.09717623471660986,0.3434483014938414,0.22282536593176605,0.6858044765978595,0.2368445775150143,0.00743543573912353,0.0868661333283205,0.18218013034630598,0.13781703983671045,0.1292404101097424,0.23327865613432075,0.006505618075598241,0.00554605194854485,0.5319809175805732,0.9452054848926761,0.7186517162094641,0.14631528641838654
0.45184484588846763,1.5968805077815063e-5,0.2893797877234332,0.048276813825684384,0.012645800832706833,NA,0.2621786017473866,0.24778769210373275,8.26738677517369e-12,1.3649320340647364e-7,4.0234287121965195e-6,0.08353134447976673,0.13585012007704922,0.18455973459708241,0.0421342783234655,0.05056211793025245,0.5150783167650235,0.9817779732792866,0.28351749653832337,0,0.9000584371434663,0.005720535511472669,0.06565114132154748
0.1516494533617938,0.493281604255823,0.012870018511527137,0.04060689878368984,0.09717623471660986,0.2621786017473866,NA,0.21152028225297714,0.02573802787973989,0.0010911130986217543,2.9079235803752823e-6,0.5465853678685297,1.055376007919051e-6,0.009488003952352608,0.012168786881904037,0.016441037902816813,0.1565269240383631,0.01766233261389849,0.008481567869425888,7.467915175141115e-9,0.0318335527115452,0.02676609316259171,0.014527171938798489
0.06631476805695535,0.17048573886816532,0.5328632007435308,0.960464205810643,0.3434483014938414,0.24778769210373275,0.21152028225297714,NA,0.12144114039466647,0.12635606978544045,0.9244534644766058,0.8012132439887623,0.1794031549751398,0.07814080795293066,0.29818053625048435,0.21926572210291195,0.3940604930561087,0.44337494612235284,0.419220658440989,0.9196963076577083,0.944481626713249,0.2450865533975548,0.19021270929455647
0.23732597627145546,3.775803509626918e-4,7.342864538628646e-9,0.9789192585665305,0.22282536593176605,8.26738677517369e-12,0.02573802787973989,0.12144114039466647,NA,0,5.187022078523285e-7,0.0173628111372075,0.0017885448769536794,0,0.026139331981986036,0.026516916535406665,0.8771080358010859,4.029175937114715e-6,0.11948707710480333,0,0.09898125806520675,0.7084090287777862,0.04641794662912746
0.14922619528353875,1.0443464999898566e-5,9.170442183403793e-14,0.039473384412073154,0.6858044765978595,1.3649320340647364e-7,0.0010911130986217543,0.12635606978544045,0,NA,2.241584695639176e-7,0.11407785821014804,0.013670804128699476,0,0.5828991349242085,0.5800450854660351,0.6814665524593035,2.4372948104200987e-11,0.11697077763095498,0,0.13109938960891832,0.7035447626686002,0.7494561026790827
0.46599004585329107,5.468723275638965e-4,3.972448814337781e-9,0.043403574210403306,0.2368445775150143,4.0234287121965195e-6,2.9079235803752823e-6,0.9244534644766058,5.187022078523285e-7,2.241584695639176e-7,NA,8.187645872403948e-8,4.740438701078542e-4,0.737226020345717,0.001292464984934183,0.0013713172194100842,0.07092311326038869,1.7763568394002505e-15,0.0021705114757861743,0,0.011807907399261408,0.6473001072490963,0.001239091400990544
0.5992314048548542,0.22693858831526503,3.638215955170665e-7,1.46848668164834e-4,0.00743543573912353,0.08353134447976673,0.5465853678685297,0.8012132439887623,0.0173628111372075,0.11407785821014804,8.187645872403948e-8,NA,4.5668922643571364e-8,3.045246159683046e-7,2.472058713287595e-8,1.516128911305259e-8,0.14632523143286025,0.8524122958807805,3.894579707774959e-5,0.2600843064109768,0.12497497155566717,0.08273508775195748,4.410137677268722e-8
0.33784152932938594,0.020009453590440707,0.012935195422628887,2.8509450681557524e-5,0.0868661333283205,0.13585012007704922,1.055376007919051e-6,0.1794031549751398,0.0017885448769536794,0.013670804128699476,4.740438701078542e-4,4.5668922643571364e-8,NA,0,0,0,5.360605959126019e-9,0.18961837245071833,0.5629140587771406,2.3283054324307884e-5,0.8481307805664184,0.7641070894456892,0
0.9010760217714484,0.9749214194267419,0.15041413315598895,0.015671216870400517,0.18218013034630598,0.18455973459708241,0.009488003952352608,0.07814080795293066,0,0,0.737226020345717,3.045246159683046e-7,0,NA,0,0,4.2717186454765965e-8,7.845726572242029e-5,0.7023069738385415,0.6213174940559192,0.8024634620176361,0.9947016574229675,0
