Turbidity,Phosphate,Nitrate MR,Nitrate HR,Alkalinity,Silica,Iron,Ammonia,pH (Nutrients),Temperature (ºF),Temperature (ºC),pH (mV),Salinity (PSU),Conductivity (µS/cm),"Conductivity, Non-Linear Function (µS/cm)","Conductivity, Specific (µS/cm)",Dissolved Oxygen (mg/L),"Dissolved Oxygen, Saturated (%)","Dissolved Oxygen, Local (%)",Oxygen Reduction Potential (mV),Chlorophyll (RFU),Total Algae (RFU),Total Dissolved Solids (mg/L),pH (YSI)
1,0.05811698443173199,-0.08401855097921755,0.07213263818968141,-0.005762656850630235,0.04365108389383732,0.08457853460099855,0.5345224838248488,-0.043678219936050054,-0.033075147277268416,-0.032032994275215616,-0.10172399376523952,-0.01419474765002025,-0.024268283588156376,-0.006394683209549831,-0.00485612571410727,0.01204289574373296,0.03442121137868112,0.07622985273936816,-0.04724386745586728,-0.02425131980352687,-0.0960459802101683,-0.007332624531450576,0.01060310834163035
0.05811698443173199,1,0.3456833327561214,0.2238674102365567,-0.02651166200858998,0.3443001161695047,0.07253143570553801,0.33866999240349166,-0.308516394213184,0.3352426031831129,0.2847311605802631,0.03585703656811385,-0.2353479403543155,0.02392388301959422,-0.1325439449652491,-0.1144955252093033,0.31971125324599536,-0.07072982624246227,0.36935584882009853,-0.4637881739004145,0.21945826001514085,0.11394506116418876,-0.11047876752134594,-0.2656141507464964
-0.08401855097921755,0.3456833327561214,1,0.5943441229755619,-0.09867500677342987,-4.7213358659584255e-4,0.1306598661444646,-0.367981025346579,-0.2254088849338836,0.33930999643464793,0.35417740837683614,-0.08417517198009072,-0.1444419425497354,0.1047413085860152,-0.36695432344299445,-0.3735331380274978,0.13130943662380767,-0.4417483273536264,0.11618537419863542,-0.2519741454682335,0.25684134786158247,0.2479072757451094,-0.3630928466600587,-0.30291720235185776
0.07213263818968141,0.2238674102365567,0.5943441229755619,1,-0.06977781960391895,-0.11451715082088385,0.11068016024175627,-0.24541992421518152,-0.1449553102372628,-0.1307754583019369,0.026746532996989494,-0.08139944210489071,-0.2992841631112665,-0.18632879544467335,-0.06630238171459892,-0.06919797066606546,-0.053368798023188585,-0.2838128124615159,0.01351829213676838,0.0019630339596241686,0.22023302221494437,0.10055233706052734,-0.1058474533188555,-0.009721861057387636
-0.005762656850630235,-0.02651166200858998,-0.09867500677342987,-0.06977781960391895,1,0.1293952482523353,-0.03327635701191543,0.2248240093998725,0.022492552601564655,0.09183148640832628,-0.04044953227226335,0.40221288160328766,0.014278920423698481,0.017420984589295925,-0.015442875549562873,-0.015339087056316295,0.07966856404274641,0.12400806174446351,-0.02672812825571057,0.13678734158778844,0.04409474019046376,0.0773394642099253,-0.05478899897753374,0.06851967497996542
0.04365108389383732,0.3443001161695047,-4.7213358659584255e-4,-0.11451715082088385,0.1293952482523353,1,0.12090966391181006,-0.4197283776423141,-0.3093735146170933,0.6596602053896349,0.3659245431362823,-0.022971830021311375,-0.12126223165940614,0.16633622699173328,0.24331454148638848,0.2518345296175689,-0.03605680544586134,0.2643615961077645,0.09871238827221776,-0.7461203990996105,0.04822286162637905,0.15528139878997788,0.26707358300907397,-0.35067828571831006
0.08457853460099855,0.07253143570553801,0.1306598661444646,0.11068016024175627,-0.03327635701191543,0.12090966391181006,1,-0.255827679946209,-0.14321816467398021,0.10876736385384361,0.12087049738038692,-0.1379311177018795,-0.06669174381675684,0.03016969691509179,0.1981170358435638,0.19056889339706237,0.057741523159204854,0.1333261194505903,0.11370097874313181,-0.2707551969825978,-0.20240896144510787,-0.17814393807863096,0.1532611321342523,-0.15690841007648296
0.5345224838248488,0.33866999240349166,-0.367981025346579,-0.24541992421518152,0.2248240093998725,-0.4197283776423141,-0.255827679946209,1,-0.6620801365237712,-0.3283849917465103,-0.3283885094778035,0.8509793357973399,NA,1.0000000000005242,0.6184039965552485,0.6628095379806525,-0.599378423631105,-0.5852846156385143,-0.81228340857054,-0.9940974996227968,-0.8658313308749132,-0.4912356834778525,0.4712044845433072,0.5579059411092546
-0.043678219936050054,-0.308516394213184,-0.2254088849338836,-0.1449553102372628,0.022492552601564655,-0.3093735146170933,-0.14321816467398021,-0.6620801365237712,1,-0.27650845204491453,-0.2939474545382528,0.19338311423536958,0.20944248446401212,-0.05846657126850104,-0.3817667882140325,-0.3797804485360854,0.3157914973236118,0.2129504976121726,0.2727898453899963,0.6731112792661421,0.3916588720526447,0.22177206757251378,-0.3804222957493958,0.5957681948066373
-0.033075147277268416,0.3352426031831129,0.33930999643464793,-0.1307754583019369,0.09183148640832628,0.6596602053896349,0.10876736385384361,-0.3283849917465103,-0.27650845204491453,1,0.9968324417677682,-0.31488761180752284,0.33795935727665427,0.8156225582630798,-0.010045695786419801,-0.016379622495398205,0.10536732176718953,-0.04207156398712261,0.08692770435890798,-0.578642095950267,-0.17465705193983316,-0.001160709553516362,0.03940621770267297,-0.2161132234147574
-0.032032994275215616,0.2847311605802631,0.35417740837683614,0.026746532996989494,-0.04044953227226335,0.3659245431362823,0.12087049738038692,-0.3283885094778035,-0.2939474545382528,0.9968324417677682,1,-0.3052039564021045,0.30992208779709574,0.765088392941207,-0.011817938557462545,-0.018404700135596322,0.10576440333521989,-0.2546716208109657,0.0862744061010689,-0.4146479819364293,-0.16826147308714642,-0.0014976062290731223,0.04013650813910845,-0.18284851240651828
-0.10172399376523952,0.03585703656811385,-0.08417517198009072,-0.08139944210489071,0.40221288160328766,-0.022971830021311375,-0.1379311177018795,0.8509793357973399,0.19338311423536958,-0.31488761180752284,-0.3052039564021045,1,-0.5079823369575469,-0.16963552912110208,-0.43345776718020995,-0.42447873707574774,-0.004012673334288704,-0.1118442685201456,-0.07447405205528092,0.35262153893972437,0.404665245138909,0.41002274642136805,-0.41064763898518064,-0.25688719298617085
-0.01419474765002025,-0.2353479403543155,-0.1444419425497354,-0.2992841631112665,0.014278920423698481,-0.12126223165940614,-0.06669174381675684,NA,0.20944248446401212,0.33795935727665427,0.30992208779709574,-0.5079823369575469,1,0.8507335465833535,0.8372961601968633,0.825092954765415,-0.16055203863019055,-0.06750962106231014,-0.1987034273161719,0.05306056857031971,-0.5016463130359748,-0.12043746805646079,0.8703219251763448,0.09990978998882913
-0.024268283588156376,0.02392388301959422,0.1047413085860152,-0.18632879544467335,0.017420984589295925,0.16633622699173328,0.03016969691509179,1.0000000000005242,-0.05846657126850104,0.8156225582630798,0.765088392941207,-0.16963552912110208,0.8507335465833535,1,0.9522167424123582,0.9596700541760943,-0.3329545371328174,-0.21430220255763816,-0.17307003638293988,-0.20673430020104797,-0.5005670746100003,-0.06466300479463775,0.9682204768315152,-0.02950462303751675
-0.006394683209549831,-0.1325439449652491,-0.36695432344299445,-0.06630238171459892,-0.015442875549562873,0.24331454148638848,0.1981170358435638,0.6184039965552485,-0.3817667882140325,-0.010045695786419801,-0.011817938557462545,-0.43345776718020995,0.8372961601968633,0.9522167424123582,1,0.9975501906949094,-0.23789407456082187,-0.019618111485216895,-0.06342929785628151,-0.26705327868629086,-0.5569398245185289,-0.4962616339911016,0.9677160533937905,-0.010295626453790114
-0.00485612571410727,-0.1144955252093033,-0.3735331380274978,-0.06919797066606546,-0.015339087056316295,0.2518345296175689,0.19056889339706237,0.6628095379806525,-0.3797804485360854,-0.016379622495398205,-0.018404700135596322,-0.42447873707574774,0.825092954765415,0.9596700541760943,0.9975501906949094,1,-0.25076964473730556,-0.029340577719961933,-0.07814558169883744,-0.26528691176940056,-0.5510345522438737,-0.4914790063762255,0.970703672532914,-0.008119447164884042
0.01204289574373296,0.31971125324599536,0.13130943662380767,-0.053368798023188585,0.07966856404274641,-0.03605680544586134,0.057741523159204854,-0.599378423631105,0.3157914973236118,0.10536732176718953,0.10576440333521989,-0.004012673334288704,-0.16055203863019055,-0.3329545371328174,-0.23789407456082187,-0.25076964473730556,1,0.8513703030391436,0.9247475700149519,0.1881380913094947,0.3436014455786632,0.31865109812927706,-0.2556718751845985,0.1735882820718008
0.03442121137868112,-0.07072982624246227,-0.4417483273536264,-0.2838128124615159,0.12400806174446351,0.2643615961077645,0.1333261194505903,-0.5852846156385143,0.2129504976121726,-0.04207156398712261,-0.2546716208109657,-0.1118442685201456,-0.06750962106231014,-0.21430220255763816,-0.019618111485216895,-0.029340577719961933,0.8513703030391436,1,0.8291400927645843,-0.06854537153958377,0.18620603565760485,0.08530521583649124,-0.05762036701442032,0.30623149309515946
