Turbidity,Phosphate,Nitrate MR,Nitrate HR,Alkalinity,Silica,Iron,Ammonia,pH (Nutrients),Temperature (ºF),Temperature (ºC),pH (mV),Salinity (PSU),Conductivity (µS/cm),"Conductivity, Non-Linear Function (µS/cm)","Conductivity, Specific (µS/cm)",Dissolved Oxygen (mg/L),"Dissolved Oxygen, Saturated (%)","Dissolved Oxygen, Local (%)",Oxygen Reduction Potential (mV),Chlorophyll (RFU),Total Algae (RFU),Total Dissolved Solids (mg/L),pH (YSI)
NA,0.34507064761523987,0.17514533832444323,0.24371880880723018,0.9327386919002474,0.5283003468418954,0.21144712032065183,0.17230829673040016,0.5320281017360684,0.6888302210474813,0.636540883069604,0.36926048746988394,0.8483341275448066,0.7356401392835368,0.9556883068246838,0.9665659939092941,0.9155637216441723,0.6355139693314709,0.5015400456194232,0.48173269182110934,0.8408959252168224,0.2624518312718729,0.9502151248036441,0.8740468740793603
0.34507064761523987,NA,8.520840699688392e-9,2.456032465745217e-4,0.6957528015716858,2.7253574597096986e-7,0.2797406770803834,0.45745295375857387,4.953881711511343e-6,3.1135302988927194e-5,1.5762238189331867e-5,0.7491067667698306,0.001260606204460224,0.7373159260597484,0.24118487681176504,0.31501884258809576,0.0034123332231768,0.3245660252566467,6.380220761741384e-4,1.6564527527407336e-13,0.06399362827721311,0.17850750713075403,0.33880816793424273,4.684411431910007e-5
0.17514533832444323,8.520840699688392e-9,NA,0,0.15124584391702145,0.9945998201726844,0.054622086054117336,0.4167180884057049,0.001222980108990246,2.303850894636028e-5,6.238901084643089e-8,0.4637326912104922,0.048572505879792116,0.1389329651631952,0.0010283204418697345,8.88660447123879e-4,0.2518199629460003,1.5831713717773255e-10,0.3110648044666129,1.379631351658972e-4,0.033139658449925946,0.0033714679373801903,0.0014751492301241509,3.517550815512749e-6
0.24371880880723018,2.456032465745217e-4,0,NA,0.3096189117372008,0.0995457551462895,0.10394896031341605,0.5579811104897106,0.03858438098063033,0.1131313579424642,0.6925243006051365,0.47575490142943844,3.168781267715026e-5,0.00824799138101806,0.5641097340294037,0.5498429528421602,0.6404107461810078,6.627163761274701e-5,0.9058747731428369,0.9766400563393001,0.06695317593399541,0.24061344680535646,0.36942147259533886,0.8841823641458535
0.9327386919002474,0.6957528015716858,0.15124584391702145,0.3096189117372008,NA,0.06313782547037938,0.623502554264262,0.5924444795264332,0.7464969897091451,0.35623398952695284,0.5846068878722372,1.0252381533359944e-4,0.8655913018114882,0.8280087633926163,0.8877718953622478,0.8891864916313854,0.46060838660183934,0.08826170109465736,0.8047602669348963,0.06053570835575539,0.7014726605787123,0.4113361868798817,0.6227537331115418,0.3462683688425505
0.5283003468418954,2.7253574597096986e-7,0.9945998201726844,0.0995457551462895,0.06313782547037938,NA,0.08117810161441419,0.34851753567420873,9.705037929741422e-6,3.601563491884008e-13,6.856362695373264e-7,0.8502806351550714,0.152034183723031,0.041227843038535106,0.04556709020858851,0.03979951708746343,0.7669724111283938,3.919432410770529e-4,0.4162153256198404,0,0.7120862008727524,0.11024774661606385,0.031502363390224275,1.3915067929026748e-6
0.21144712032065183,0.2797406770803834,0.054622086054117336,0.10394896031341605,0.623502554264262,0.08117810161441419,NA,0.6246301597301334,0.03952319809693394,0.27173664533464814,0.0975698680561412,0.2108586615219945,0.41586375387820285,0.7013544404200871,0.07438874483311952,0.0883591488970179,0.601868217831397,0.06524195341693995,0.30309621782633345,1.3986964948742298e-4,0.08372047100659907,0.05465194022743791,0.17750276484259442,0.02848025679674815
0.17230829673040016,0.45745295375857387,0.4167180884057049,0.5579811104897106,0.5924444795264332,0.34851753567420873,0.6246301597301334,NA,0.07367115297691096,0.7869913294694801,0.786988958527699,0.35201835963800643,NA,NA,0.575559119001241,0.5387278026814988,0.5908289613747262,0.6019655628226337,0.39644855186690275,0.06920332839028775,0.3335803516366376,0.6730907570525604,0.6876387702969518,0.6232099669892237
0.5320281017360684,4.953881711511343e-6,0.001222980108990246,0.03858438098063033,0.7464969897091451,9.705037929741422e-6,0.03952319809693394,0.07367115297691096,NA,0.0046934816967521,8.661367806839237e-5,0.07442365404634321,0.015942939265577216,0.48179402346914646,3.3934378596001125e-4,0.00039839209097491945,0.0030578214847194474,0.004663400591392586,0.011049748173600493,0,4.675377270602077e-4,0.018771989598997507,4.5956123089663237e-4,0
0.6888302210474813,3.1135302988927194e-5,2.303850894636028e-5,0.1131313579424642,0.35623398952695284,3.601563491884008e-13,0.27173664533464814,0.7869913294694801,0.0046934816967521,NA,0,0.003738772494732201,2.6807915633497714e-4,0,0.9290753598652786,0.8853364681206592,0.34311610294527695,0.6538529560337776,0.4345558373124683,7.105427357601002e-15,0.139434543582722,0.9897500517161157,0.7285555792087408,0.007295763714365133
0.636540883069604,1.5762238189331867e-5,6.238901084643089e-8,0.6925243006051365,0.5846068878722372,6.856362695373264e-7,0.0975698680561412,0.786988958527699,8.661367806839237e-5,0,NA,0.005021584952175306,1.0382410935205755e-5,0,0.9166043996703257,0.8712747355412369,0.3412902119087535,2.545929557364879e-4,0.43802970472501723,2.900968354424549e-11,0.1547415604518858,0.9861426957986938,0.7237253735611553,0.004569722892928674
0.36926048746988394,0.7491067667698306,0.4637326912104922,0.47575490142943844,1.0252381533359944e-4,0.8502806351550714,0.2108586615219945,0.35201835963800643,0.07442365404634321,0.003738772494732201,0.005021584952175306,NA,4.314008365706723e-4,0.19898509243931684,2.7434943989046445e-5,4.6366889709048564e-5,0.9702294750830487,0.29671725572698904,0.4879213222922747,7.530243827413852e-4,2.1648495490245168e-4,2.856208316182052e-4,1.0451755085494341e-4,0.015092979727678646
0.8483341275448066,0.001260606204460224,0.048572505879792116,3.168781267715026e-5,0.8655913018114882,0.152034183723031,0.41586375387820285,NA,0.015942939265577216,2.6807915633497714e-4,1.0382410935205755e-5,4.314008365706723e-4,NA,0,1.4055423491754482e-12,5.657696533489798e-12,0.2978312503970979,0.39632136677641094,0.19599615432572337,0.46130119411938786,0.0011399502586573185,0.21878728581022355,1.687538997430238e-14,0.1624513559130638
0.7356401392835368,0.7373159260597484,0.1389329651631952,0.00824799138101806,0.8280087633926163,0.041227843038535106,0.7013544404200871,NA,0.48179402346914646,0,0,0.19898509243931684,0,NA,0,0,0.009973988812689072,0.0044023034708429165,0.18990850191846875,0.0026075456829750543,1.3502317569491495e-4,0.48288602692348137,0,0.6692723121446584
0.9556883068246838,0.24118487681176504,0.0010283204418697345,0.5641097340294037,0.8877718953622478,0.04556709020858851,0.07438874483311952,0.575559119001241,3.3934378596001125e-4,0.9290753598652786,0.9166043996703257,2.7434943989046445e-5,1.4055423491754482e-12,0,NA,0,0.02650087401092005,0.856872901199321,0.5594489790486938,0.012932186629371234,1.1873704597320511e-7,6.906682193941194e-6,0,0.924597016977442
0.9665659939092941,0.31501884258809576,8.88660447123879e-4,0.5498429528421602,0.8891864916313854,0.03979951708746343,0.0883591488970179,0.5387278026814988,0.00039839209097491945,0.8853364681206592,0.8712747355412369,4.6366889709048564e-5,5.657696533489798e-12,0,0,NA,0.01986665146610389,0.7885688491312928,0.4744962132592041,0.014137613022043416,1.7165981258671081e-7,8.725048848745587e-6,0,0.9408543928508519
